%time,field.header.seq,field.header.stamp,field.header.frame_id,field.markers0.header.seq,field.markers0.header.stamp,field.markers0.header.frame_id,field.markers0.ns,field.markers0.id,field.markers0.type,field.markers0.action,field.markers0.pose.position.x,field.markers0.pose.position.y,field.markers0.pose.position.z,field.markers0.pose.orientation.x,field.markers0.pose.orientation.y,field.markers0.pose.orientation.z,field.markers0.pose.orientation.w,field.markers0.scale.x,field.markers0.scale.y,field.markers0.scale.z,field.markers0.color.r,field.markers0.color.g,field.markers0.color.b,field.markers0.color.a,field.markers0.lifetime,field.markers0.frame_locked,field.markers0.text,field.markers0.mesh_resource,field.markers0.mesh_use_embedded_materials,field.markers1.header.seq,field.markers1.header.stamp,field.markers1.header.frame_id,field.markers1.ns,field.markers1.id,field.markers1.type,field.markers1.action,field.markers1.pose.position.x,field.markers1.pose.position.y,field.markers1.pose.position.z,field.markers1.pose.orientation.x,field.markers1.pose.orientation.y,field.markers1.pose.orientation.z,field.markers1.pose.orientation.w,field.markers1.scale.x,field.markers1.scale.y,field.markers1.scale.z,field.markers1.color.r,field.markers1.color.g,field.markers1.color.b,field.markers1.color.a,field.markers1.lifetime,field.markers1.frame_locked,field.markers1.points0.x,field.markers1.points0.y,field.markers1.points0.z,field.markers1.points1.x,field.markers1.points1.y,field.markers1.points1.z,field.markers1.text,field.markers1.mesh_resource,field.markers1.mesh_use_embedded_materials
1643354245603074900,10292,1643354245598716020,radar_1,10292,1643354245598716020,radar_1,bbox,0,1,0,43.59375,-0.6875,0.0,0.0,0.0,0.0,1.0,3.1875,1.59375,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10292,1643354245598716020,radar_1,arrow,0,0,0,43.59375,-0.6875,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.35,2.7,0.0,,,0
1643354245643309530,10293,1643354245638837099,radar_1,10293,1643354245638837099,radar_1,bbox,0,1,0,43.46875,-0.859375,0.0,0.0,0.0,0.0,1.0,3.140625,1.609375,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10293,1643354245638837099,radar_1,arrow,0,0,0,43.46875,-0.859375,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.575,2.7,0.0,,,0
1643354245683238398,10294,1643354245678705930,radar_1,10294,1643354245678705930,radar_1,bbox,0,1,0,43.34375,-0.984375,0.0,0.0,0.0,0.0,1.0,3.15625,1.609375,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10294,1643354245678705930,radar_1,arrow,0,0,0,43.34375,-0.984375,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.575,2.7,0.0,,,0
1643354245729359520,10295,1643354245718887090,radar_1,10295,1643354245718887090,radar_1,bbox,0,1,0,43.234375,-1.03125,0.0,0.0,0.0,0.0,1.0,3.15625,1.640625,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10295,1643354245718887090,radar_1,arrow,0,0,0,43.234375,-1.03125,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.575,2.025,0.0,,,0
1643354245762741444,10296,1643354245758713960,radar_1,10296,1643354245758713960,radar_1,bbox,0,1,0,43.125,-1.09375,0.0,0.0,0.0,0.0,1.0,3.140625,1.6875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10296,1643354245758713960,radar_1,arrow,0,0,0,43.125,-1.09375,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.35,1.35,0.0,,,0
1643354245802883178,10297,1643354245798686981,radar_1,10297,1643354245798686981,radar_1,bbox,0,1,0,43.015625,-1.125,0.0,0.0,0.0,0.0,1.0,3.140625,1.71875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10297,1643354245798686981,radar_1,arrow,0,0,0,43.015625,-1.125,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.35,0.9,0.0,,,0
1643354245844369205,10298,1643354245838766098,radar_1,10298,1643354245838766098,radar_1,bbox,0,1,0,42.921875,-1.140625,0.0,0.0,0.0,0.0,1.0,3.1875,1.734375,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10298,1643354245838766098,radar_1,arrow,0,0,0,42.921875,-1.140625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.35,0.9,0.0,,,0
1643354245882966323,10299,1643354245878703117,radar_1,10299,1643354245878703117,radar_1,bbox,0,1,0,42.8125,-1.140625,0.0,0.0,0.0,0.0,1.0,3.1875,1.78125,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10299,1643354245878703117,radar_1,arrow,0,0,0,42.8125,-1.140625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.125,0.9,0.0,,,0
1643354245925124610,10300,1643354245918827056,radar_1,10300,1643354245918827056,radar_1,bbox,0,1,0,42.703125,-1.140625,0.0,0.0,0.0,0.0,1.0,3.15625,1.78125,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10300,1643354245918827056,radar_1,arrow,0,0,0,42.703125,-1.140625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.125,0.9,0.0,,,0
1643354245963632479,10301,1643354245958709001,radar_1,10301,1643354245958709001,radar_1,bbox,0,1,0,42.625,-1.15625,0.0,0.0,0.0,0.0,1.0,3.140625,1.8125,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10301,1643354245958709001,radar_1,arrow,0,0,0,42.625,-1.15625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.125,0.675,0.0,,,0
1643354246003147938,10302,1643354245998801946,radar_1,10302,1643354245998801946,radar_1,bbox,0,1,0,42.53125,-1.21875,0.0,0.0,0.0,0.0,1.0,3.09375,1.84375,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10302,1643354245998801946,radar_1,arrow,0,0,0,42.53125,-1.21875,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.9,0.675,0.0,,,0
1643354246043348039,10303,1643354246038815975,radar_1,10303,1643354246038815975,radar_1,bbox,0,1,0,42.453125,-1.3125,0.0,0.0,0.0,0.0,1.0,3.09375,1.875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10303,1643354246038815975,radar_1,arrow,0,0,0,42.453125,-1.3125,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.675,0.675,0.0,,,0
1643354246082726697,10304,1643354246078700065,radar_1,10304,1643354246078700065,radar_1,bbox,0,1,0,42.359375,-1.390625,0.0,0.0,0.0,0.0,1.0,3.109375,1.890625,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10304,1643354246078700065,radar_1,arrow,0,0,0,42.359375,-1.390625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.675,-0.0,0.0,,,0
1643354246128321385,10305,1643354246118825912,radar_1,10305,1643354246118825912,radar_1,bbox,0,1,0,42.265625,-1.484375,0.0,0.0,0.0,0.0,1.0,3.125,1.90625,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10305,1643354246118825912,radar_1,arrow,0,0,0,42.265625,-1.484375,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.45,-0.675,0.0,,,0
1643354246162722994,10306,1643354246158690929,radar_1,10306,1643354246158690929,radar_1,bbox,0,1,0,42.15625,-1.65625,0.0,0.0,0.0,0.0,1.0,3.1875,1.90625,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10306,1643354246158690929,radar_1,arrow,0,0,0,42.15625,-1.65625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.45,-0.675,0.0,,,0
1643354246202652438,10307,1643354246198704004,radar_1,10307,1643354246198704004,radar_1,bbox,0,1,0,42.0625,-1.703125,0.0,0.0,0.0,0.0,1.0,3.25,1.90625,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10307,1643354246198704004,radar_1,arrow,0,0,0,42.0625,-1.703125,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.45,-1.125,0.0,,,0
1643354246243095773,10308,1643354246238817930,radar_1,10308,1643354246238817930,radar_1,bbox,0,1,0,41.96875,-1.765625,0.0,0.0,0.0,0.0,1.0,3.203125,1.90625,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10308,1643354246238817930,radar_1,arrow,0,0,0,41.96875,-1.765625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.45,-1.125,0.0,,,0
1643354246284879658,10309,1643354246278698921,radar_1,10309,1643354246278698921,radar_1,bbox,0,1,0,41.859375,-1.78125,0.0,0.0,0.0,0.0,1.0,3.15625,1.9375,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10309,1643354246278698921,radar_1,arrow,0,0,0,41.859375,-1.78125,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.45,-1.125,0.0,,,0
1643354246334133564,10310,1643354246318804979,radar_1,10310,1643354246318804979,radar_1,bbox,0,1,0,41.75,-1.796875,0.0,0.0,0.0,0.0,1.0,3.09375,1.921875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10310,1643354246318804979,radar_1,arrow,0,0,0,41.75,-1.796875,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.45,-1.125,0.0,,,0
1643354246366457435,10311,1643354246358702898,radar_1,10311,1643354246358702898,radar_1,bbox,0,1,0,41.625,-1.828125,0.0,0.0,0.0,0.0,1.0,3.03125,1.921875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10311,1643354246358702898,radar_1,arrow,0,0,0,41.625,-1.828125,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.45,-1.125,0.0,,,0
1643354246403408592,10312,1643354246398694992,radar_1,10312,1643354246398694992,radar_1,bbox,0,1,0,41.515625,-1.921875,0.0,0.0,0.0,0.0,1.0,3.046875,1.953125,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10312,1643354246398694992,radar_1,arrow,0,0,0,41.515625,-1.921875,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.675,-1.125,0.0,,,0
1643354246443851127,10313,1643354246438796043,radar_1,10313,1643354246438796043,radar_1,bbox,0,1,0,41.390625,-1.96875,0.0,0.0,0.0,0.0,1.0,3.046875,1.96875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10313,1643354246438796043,radar_1,arrow,0,0,0,41.390625,-1.96875,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.675,-1.575,0.0,,,0
1643354246483791387,10314,1643354246478683948,radar_1,10314,1643354246478683948,radar_1,bbox,0,1,0,41.265625,-2.0,0.0,0.0,0.0,0.0,1.0,3.046875,1.96875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10314,1643354246478683948,radar_1,arrow,0,0,0,41.265625,-2.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.9,-1.8,0.0,,,0
1643354246540573138,10315,1643354246518819093,radar_1,10315,1643354246518819093,radar_1,bbox,0,1,0,41.140625,-1.953125,0.0,0.0,0.0,0.0,1.0,3.171875,1.96875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10315,1643354246518819093,radar_1,arrow,0,0,0,41.140625,-1.953125,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.9,-1.8,0.0,,,0
1643354246574472217,10316,1643354246558707952,radar_1,10316,1643354246558707952,radar_1,bbox,0,1,0,41.0,-1.828125,0.0,0.0,0.0,0.0,1.0,3.203125,1.953125,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10316,1643354246558707952,radar_1,arrow,0,0,0,41.0,-1.828125,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.125,-1.8,0.0,,,0
1643354246603918441,10317,1643354246598721027,radar_1,10317,1643354246598721027,radar_1,bbox,0,1,0,40.859375,-1.765625,0.0,0.0,0.0,0.0,1.0,3.234375,1.921875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10317,1643354246598721027,radar_1,arrow,0,0,0,40.859375,-1.765625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.35,-1.125,0.0,,,0
1643354246643387787,10318,1643354246638791084,radar_1,10318,1643354246638791084,radar_1,bbox,0,1,0,40.75,-1.625,0.0,0.0,0.0,0.0,1.0,3.203125,1.890625,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10318,1643354246638791084,radar_1,arrow,0,0,0,40.75,-1.625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.125,-1.125,0.0,,,0
1643354246683828466,10319,1643354246678684949,radar_1,10319,1643354246678684949,radar_1,bbox,0,1,0,40.65625,-1.546875,0.0,0.0,0.0,0.0,1.0,3.171875,1.84375,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10319,1643354246678684949,radar_1,arrow,0,0,0,40.65625,-1.546875,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.125,-0.45,0.0,,,0
1643354246728347565,10320,1643354246718818902,radar_1,10320,1643354246718818902,radar_1,bbox,0,1,0,40.59375,-1.375,0.0,0.0,0.0,0.0,1.0,3.25,1.875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10320,1643354246718818902,radar_1,arrow,0,0,0,40.59375,-1.375,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.9,-0.45,0.0,,,0
1643354246762426612,10321,1643354246758729934,radar_1,10321,1643354246758729934,radar_1,bbox,0,1,0,40.484375,-1.375,0.0,0.0,0.0,0.0,1.0,3.3125,1.90625,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10321,1643354246758729934,radar_1,arrow,0,0,0,40.484375,-1.375,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.9,-0.45,0.0,,,0
1643354246803248221,10322,1643354246798702955,radar_1,10322,1643354246798702955,radar_1,bbox,0,1,0,40.375,-1.390625,0.0,0.0,0.0,0.0,1.0,3.390625,1.921875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10322,1643354246798702955,radar_1,arrow,0,0,0,40.375,-1.390625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.9,-0.45,0.0,,,0
1643354246842297085,10323,1643354246838814020,radar_1,10323,1643354246838814020,radar_1,bbox,0,1,0,40.265625,-1.390625,0.0,0.0,0.0,0.0,1.0,3.453125,1.9375,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10323,1643354246838814020,radar_1,arrow,0,0,0,40.265625,-1.390625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.9,-0.45,0.0,,,0
1643354246882733891,10324,1643354246878696918,radar_1,10324,1643354246878696918,radar_1,bbox,0,1,0,40.15625,-1.390625,0.0,0.0,0.0,0.0,1.0,3.515625,1.96875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10324,1643354246878696918,radar_1,arrow,0,0,0,40.15625,-1.390625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.9,-0.45,0.0,,,0
1643354246927400799,10325,1643354246918838977,radar_1,10325,1643354246918838977,radar_1,bbox,0,1,0,39.953125,-1.171875,0.0,0.0,0.0,0.0,1.0,3.453125,1.9375,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10325,1643354246918838977,radar_1,arrow,0,0,0,39.953125,-1.171875,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.35,-0.45,0.0,,,0
1643354246962946094,10326,1643354246958661079,radar_1,10326,1643354246958661079,radar_1,bbox,0,1,0,39.84375,-1.109375,0.0,0.0,0.0,0.0,1.0,3.390625,1.890625,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10326,1643354246958661079,radar_1,arrow,0,0,0,39.84375,-1.109375,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.35,-0.225,0.0,,,0
1643354247002465328,10327,1643354246998666048,radar_1,10327,1643354246998666048,radar_1,bbox,0,1,0,39.75,-1.0625,0.0,0.0,0.0,0.0,1.0,3.3125,1.84375,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10327,1643354246998666048,radar_1,arrow,0,0,0,39.75,-1.0625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.125,0.225,0.0,,,0
1643354247048883572,10328,1643354247038805007,radar_1,10328,1643354247038805007,radar_1,bbox,0,1,0,39.640625,-1.0625,0.0,0.0,0.0,0.0,1.0,3.265625,1.8125,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10328,1643354247038805007,radar_1,arrow,0,0,0,39.640625,-1.0625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.125,0.225,0.0,,,0
1643354247083006555,10329,1643354247078689098,radar_1,10329,1643354247078689098,radar_1,bbox,0,1,0,39.53125,-1.046875,0.0,0.0,0.0,0.0,1.0,3.203125,1.796875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10329,1643354247078689098,radar_1,arrow,0,0,0,39.53125,-1.046875,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.125,0.225,0.0,,,0
1643354247131419497,10330,1643354247118972063,radar_1,10330,1643354247118972063,radar_1,bbox,0,1,0,39.40625,-1.046875,0.0,0.0,0.0,0.0,1.0,3.140625,1.765625,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10330,1643354247118972063,radar_1,arrow,0,0,0,39.40625,-1.046875,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.125,0.225,0.0,,,0
1643354247162687683,10331,1643354247158742904,radar_1,10331,1643354247158742904,radar_1,bbox,0,1,0,39.296875,-1.046875,0.0,0.0,0.0,0.0,1.0,3.09375,1.734375,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10331,1643354247158742904,radar_1,arrow,0,0,0,39.296875,-1.046875,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.125,0.225,0.0,,,0
1643354247203763885,10332,1643354247198683023,radar_1,10332,1643354247198683023,radar_1,bbox,0,1,0,39.1875,-1.046875,0.0,0.0,0.0,0.0,1.0,3.03125,1.71875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10332,1643354247198683023,radar_1,arrow,0,0,0,39.1875,-1.046875,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.125,0.225,0.0,,,0
1643354247246378654,10333,1643354247238786935,radar_1,10333,1643354247238786935,radar_1,bbox,0,1,0,39.078125,-1.03125,0.0,0.0,0.0,0.0,1.0,2.984375,1.6875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10333,1643354247238786935,radar_1,arrow,0,0,0,39.078125,-1.03125,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-10.125,0.225,0.0,,,0
1643354247283713014,10334,1643354247278696060,radar_1,10334,1643354247278696060,radar_1,bbox,0,1,0,39.03125,-1.203125,0.0,0.0,0.0,0.0,1.0,2.90625,1.71875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10334,1643354247278696060,radar_1,arrow,0,0,0,39.03125,-1.203125,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.9,0.225,0.0,,,0
1643354247328323953,10335,1643354247318809986,radar_1,10335,1643354247318809986,radar_1,bbox,0,1,0,39.046875,-1.296875,0.0,0.0,0.0,0.0,1.0,2.90625,1.703125,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10335,1643354247318809986,radar_1,arrow,0,0,0,39.046875,-1.296875,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.225,0.225,0.0,,,0
1643354247363617534,10336,1643354247358665943,radar_1,10336,1643354247358665943,radar_1,bbox,0,1,0,39.03125,-1.328125,0.0,0.0,0.0,0.0,1.0,2.890625,1.703125,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10336,1643354247358665943,radar_1,arrow,0,0,0,39.03125,-1.328125,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.0,-0.0,0.0,,,0
1643354247404906281,10337,1643354247398650884,radar_1,10337,1643354247398650884,radar_1,bbox,0,1,0,38.953125,-1.40625,0.0,0.0,0.0,0.0,1.0,2.921875,1.703125,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10337,1643354247398650884,radar_1,arrow,0,0,0,38.953125,-1.40625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-8.775,-0.45,0.0,,,0
1643354247445361328,10338,1643354247438771963,radar_1,10338,1643354247438771963,radar_1,bbox,0,1,0,38.8125,-1.4375,0.0,0.0,0.0,0.0,1.0,2.9375,1.71875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10338,1643354247438771963,radar_1,arrow,0,0,0,38.8125,-1.4375,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.0,-0.675,0.0,,,0
1643354247483850189,10339,1643354247478724956,radar_1,10339,1643354247478724956,radar_1,bbox,0,1,0,38.6875,-1.5,0.0,0.0,0.0,0.0,1.0,2.890625,1.65625,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10339,1643354247478724956,radar_1,arrow,0,0,0,38.6875,-1.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.225,-0.675,0.0,,,0
1643354247526621023,10340,1643354247518832921,radar_1,10340,1643354247518832921,radar_1,bbox,0,1,0,38.546875,-1.4375,0.0,0.0,0.0,0.0,1.0,2.890625,1.640625,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10340,1643354247518832921,radar_1,arrow,0,0,0,38.546875,-1.4375,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.45,-0.675,0.0,,,0
1643354247562633648,10341,1643354247558729887,radar_1,10341,1643354247558729887,radar_1,bbox,0,1,0,38.390625,-1.234375,0.0,0.0,0.0,0.0,1.0,2.9375,1.640625,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10341,1643354247558729887,radar_1,arrow,0,0,0,38.390625,-1.234375,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.675,-0.675,0.0,,,0
1643354247603476377,10342,1643354247598684072,radar_1,10342,1643354247598684072,radar_1,bbox,0,1,0,38.265625,-1.140625,0.0,0.0,0.0,0.0,1.0,3.015625,1.65625,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10342,1643354247598684072,radar_1,arrow,0,0,0,38.265625,-1.140625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.675,0.225,0.0,,,0
1643354247643483037,10343,1643354247638725996,radar_1,10343,1643354247638725996,radar_1,bbox,0,1,0,38.1875,-1.0625,0.0,0.0,0.0,0.0,1.0,3.078125,1.6875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10343,1643354247638725996,radar_1,arrow,0,0,0,38.1875,-1.0625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.675,0.675,0.0,,,0
1643354247683124864,10344,1643354247678689956,radar_1,10344,1643354247678689956,radar_1,bbox,0,1,0,38.09375,-1.046875,0.0,0.0,0.0,0.0,1.0,3.125,1.71875,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10344,1643354247678689956,radar_1,arrow,0,0,0,38.09375,-1.046875,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.45,0.675,0.0,,,0
1643354247729245539,10345,1643354247718887090,radar_1,10345,1643354247718887090,radar_1,bbox,0,1,0,38.0,-1.0625,0.0,0.0,0.0,0.0,1.0,3.109375,1.75,3.0,1.0,1.0,0.0,0.5,1000000000,0,,,0,10345,1643354247718887090,radar_1,arrow,0,0,0,38.0,-1.0625,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1000000000,0,0.0,0.0,0.0,-9.45,0.675,0.0,,,0
